time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2),label
16.856367,-4.5288,-0.2509,0.6363,4.58,WALKING
16.86102,-4.2149,-0.1949,0.6586,4.27,WALKING
16.865943,-3.9312,-0.1756,0.4494,3.961,WALKING
16.874073,-3.6198,-0.1597,0.2215,3.63,WALKING
16.875568,-3.2528,-0.1732,0.0294,3.258,WALKING
16.880525,-2.9085,-0.1206,-0.4448,2.945,WALKING
16.884953,-2.4525,-0.1119,-0.9248,2.623,WALKING
16.898788,-1.9565,-0.1008,-1.4487,2.437,WALKING
16.900127,-1.3465,-0.0604,-1.9789,2.394,WALKING
16.900625,-0.6877,-0.0416,-2.5404,2.632,WALKING
16.909353,0.0058,-0.0215,-3.1508,3.151,WALKING
16.910181,0.7865,-0.0981,-3.5794,3.666,WALKING
16.913837,1.5565,-0.1362,-4.0304,4.323,WALKING
16.918583,2.3793,-0.1647,-4.4553,5.054,WALKING
16.926643,3.1514,-0.344,-4.9251,5.857,WALKING
16.927915,3.8322,-0.6892,-5.3338,6.604,WALKING
16.932584,4.4308,-0.9301,-5.8314,7.383,WALKING
16.93805,5.2025,-1.3349,-6.2412,8.234,WALKING
16.945052,5.9977,-1.7204,-6.5651,9.057,WALKING
16.948395,6.7117,-1.9444,-6.8062,9.755,WALKING
16.952543,7.653,-2.3352,-7.0367,10.655,WALKING
16.959985,8.5747,-2.5616,-7.0848,11.414,WALKING
16.962302,9.4111,-2.7231,-6.8322,11.944,WALKING
16.966291,10.4325,-2.8364,-6.5885,12.661,WALKING
16.974711,10.752,-2.6021,-6.2075,12.685,WALKING
16.976217,10.3154,-2.1152,-6.1637,12.201,WALKING
16.980505,9.6979,-1.7489,-6.5727,11.845,WALKING
16.984925,9.055,-1.6788,-6.8338,11.468,WALKING
16.999926,8.0353,-1.9027,-6.2557,10.36,WALKING
17.001252,6.4681,-2.1937,-4.6101,8.24,WALKING
17.00176,4.5439,-2.3076,-2.8234,5.826,WALKING
17.007047,2.7391,-2.3607,-1.2019,3.811,WALKING
17.00875,1.4373,-2.0887,-0.0368,2.536,WALKING
17.013583,0.4532,-1.9101,0.9052,2.162,WALKING
17.019039,-0.3645,-1.9041,2.0692,2.835,WALKING
17.02346,-1.0402,-2.0917,3.244,3.998,WALKING
17.028584,-1.1799,-2.4572,4.2223,5.026,WALKING
17.038027,0.109,-2.7378,6.113,6.699,WALKING
17.042345,1.1291,-2.3792,6.9287,7.412,WALKING
17.047595,2.2374,-1.9735,7.5448,8.113,WALKING
17.051574,2.9185,-1.4367,8.2601,8.878,WALKING
17.056695,3.3622,-0.6725,8.7213,9.371,WALKING
17.06164,3.5722,0.026,8.9941,9.678,WALKING
17.066224,3.5089,0.7021,9.0705,9.751,WALKING
17.074086,2.9453,1.279,8.9864,9.543,WALKING
17.075785,2.1852,1.8355,8.8039,9.255,WALKING
17.080898,1.3808,2.2865,8.4311,8.844,WALKING
17.085292,0.4908,2.5846,7.7575,8.191,WALKING
17.099235,-0.4353,2.7594,6.9038,7.448,WALKING
17.100347,-1.315,2.872,5.9643,6.749,WALKING
17.101092,-2.254,2.8452,4.8731,6.076,WALKING
17.104529,-3.1899,2.7872,3.7336,5.647,WALKING
17.110624,-4.1218,2.701,2.4577,5.507,WALKING
17.113924,-4.9193,2.5835,1.1651,5.677,WALKING
17.119171,-5.5201,2.4558,-0.4341,6.057,WALKING
17.126977,-5.822,2.3759,-1.9909,6.596,WALKING
17.128378,-5.5815,2.2784,-3.4383,6.94,WALKING
17.132945,-4.8509,2.0979,-4.651,7.04,WALKING
17.137901,-3.653,1.7557,-5.2425,6.627,WALKING
17.142609,-2.1278,1.2932,-5.346,5.897,WALKING
17.147524,-0.406,0.7878,-4.8286,4.909,WALKING
17.151832,1.3754,0.271,-4.1211,4.353,WALKING
17.157045,2.9107,-0.1552,-3.1372,4.282,WALKING
17.161519,4.0683,-0.5177,-2.0345,4.578,WALKING
17.166335,4.8078,-0.8892,-0.8279,4.959,WALKING
17.17415,5.2839,-1.2581,0.4108,5.447,WALKING
17.176033,5.4626,-1.5625,1.5108,5.879,WALKING
17.180951,5.52,-1.8848,2.1357,6.212,WALKING
17.185428,5.5763,-2.1343,2.7283,6.565,WALKING
17.199373,5.4946,-2.4106,2.9446,6.684,WALKING
17.200723,5.2152,-2.6422,3.0653,6.601,WALKING
17.201344,4.7164,-2.5288,2.8175,6.048,WALKING
17.204534,3.7832,-1.854,2.0897,4.703,WALKING
17.20887,2.6768,-1.0273,1.2689,3.135,WALKING
17.214733,1.4064,-0.2479,0.3198,1.463,WALKING
17.219512,0.1771,0.4899,-0.4591,0.694,WALKING
17.223681,-0.9267,1.1898,-1.1234,1.881,WALKING
17.22939,-1.7986,1.7342,-1.5091,2.919,WALKING
17.233566,-2.286,2.1219,-1.6243,3.517,WALKING
17.238148,-2.5302,2.3813,-1.5138,3.79,WALKING
17.242554,-2.6033,2.5452,-1.2313,3.843,WALKING
17.247848,-2.6445,2.687,-0.9072,3.878,WALKING
17.252228,-2.6398,2.7895,-0.5872,3.885,WALKING
17.258664,-2.709,2.9162,-0.1404,3.983,WALKING
17.261868,-2.7781,2.9641,0.2417,4.07,WALKING
17.266983,-2.8697,2.9903,0.672,4.199,WALKING
17.274796,-3.0166,2.9425,0.9659,4.323,WALKING
17.276203,-3.2161,2.9142,1.3194,4.536,WALKING
17.28112,-3.5257,2.7756,1.586,4.759,WALKING
17.285811,-3.7839,2.5778,1.8008,4.92,WALKING
17.301496,-4.0657,2.3456,1.9693,5.09,WALKING
17.302745,-4.3318,2.0649,2.1143,5.244,WALKING
17.303327,-4.5546,1.7523,2.0467,5.292,WALKING
17.311031,-4.7513,1.4066,1.865,5.295,WALKING
17.312003,-4.9383,1.0812,1.6951,5.332,WALKING
17.314267,-5.083,0.7541,1.3646,5.317,WALKING
17.319346,-5.2145,0.4265,1.0508,5.336,WALKING
17.323985,-5.298,0.0939,0.6628,5.34,WALKING
17.329491,-5.2974,-0.2349,0.1403,5.304,WALKING
17.333702,-5.2111,-0.5596,-0.1734,5.244,WALKING
17.338093,-4.9869,-0.8139,-0.6803,5.098,WALKING
17.343943,-4.6268,-0.9894,-1.075,4.852,WALKING
17.347935,-4.1303,-1.0862,-1.4652,4.515,WALKING
17.35225,-3.5141,-1.0421,-1.7356,4.055,WALKING
17.357229,-2.7329,-0.9157,-2.1297,3.584,WALKING
17.361983,-1.8729,-0.562,-2.7244,3.354,WALKING
17.36705,-0.9994,-0.1082,-3.112,3.27,WALKING
17.374156,-0.1651,0.3683,-3.313,3.338,WALKING
17.376298,0.5832,0.8276,-3.412,3.559,WALKING
17.381376,1.1449,1.3492,-3.1299,3.595,WALKING
17.386051,1.7622,1.6007,-2.7623,3.647,WALKING
17.399331,2.2352,1.9207,-2.3018,3.739,WALKING
17.400593,2.6344,2.1655,-1.7196,3.819,WALKING
17.401165,2.998,2.4127,-1.107,4.004,WALKING
17.405096,3.2576,2.5336,-0.5018,4.157,WALKING
17.409766,3.423,2.4968,0.0945,4.238,WALKING
17.415204,3.4812,2.4121,0.5262,4.268,WALKING
17.419613,3.3871,2.1669,0.8373,4.107,WALKING
17.424158,3.1049,1.7818,1.0195,3.722,WALKING
17.42891,2.7726,1.4433,0.9666,3.272,WALKING
17.434012,2.3858,1.1449,0.7271,2.744,WALKING
17.438876,2.0112,0.952,0.4215,2.265,WALKING
17.443762,1.691,0.8819,0.0968,1.91,WALKING
17.448327,1.3908,0.9768,-0.168,1.708,WALKING
17.458011,1.1494,1.5745,-0.7123,2.075,WALKING
17.463909,1.2609,2.0303,-0.9158,2.559,WALKING
17.467174,1.5928,2.4798,-0.992,3.11,WALKING
17.47502,2.0556,2.954,-0.9382,3.719,WALKING
17.4766,2.5984,3.3182,-0.7526,4.281,WALKING
17.481846,3.1343,3.6202,-0.408,4.806,WALKING
17.486226,3.6555,3.7443,-0.0261,5.233,WALKING
17.50006,4.2063,3.7057,0.3186,5.615,WALKING
17.501444,4.748,3.58,0.6433,5.981,WALKING
17.502068,5.254,3.3983,1.023,6.34,WALKING
17.506546,5.6604,3.1342,1.2849,6.597,WALKING
17.509854,6.0241,2.846,1.3875,6.805,WALKING
17.515107,6.4154,2.5259,1.4996,7.056,WALKING
17.519412,6.7213,2.2077,1.389,7.21,WALKING
17.524171,7.044,1.8637,1.0652,7.364,WALKING
17.528944,7.3691,1.513,0.8978,7.576,WALKING
17.533988,7.5864,1.1526,0.7809,7.713,WALKING
17.538432,7.837,0.7257,0.505,7.887,WALKING
17.543796,7.9528,0.1795,0.4532,7.968,WALKING
17.548008,7.7975,-0.4438,0.2273,7.813,WALKING
17.552484,7.3202,-1.0105,-0.0003,7.39,WALKING
17.55783,6.5549,-1.5779,-0.1497,6.744,WALKING
17.562576,5.6525,-2.0899,-0.2856,6.033,WALKING
17.567385,4.7506,-2.5023,-0.5089,5.393,WALKING
17.574678,3.9483,-2.8181,-0.7668,4.911,WALKING
17.578471,3.1579,-3.2159,-0.8968,4.595,WALKING
17.581493,2.5644,-3.457,-0.9941,4.418,WALKING
17.586059,1.8766,-3.8392,-0.8963,4.366,WALKING
17.599439,1.4068,-4.1268,-0.7599,4.426,WALKING
17.600506,0.9726,-4.4559,-0.6281,4.604,WALKING
17.600958,0.6005,-4.7298,-0.4983,4.794,WALKING
17.605705,0.3259,-5.0136,-0.451,5.044,WALKING
17.610895,-0.0003,-5.3852,-0.4212,5.402,WALKING
17.615132,-0.046,-5.6722,-0.3956,5.686,WALKING
17.619821,0.0467,-5.9422,-0.372,5.954,WALKING
17.624709,0.3806,-6.0964,-0.2226,6.112,WALKING
17.629346,0.9525,-6.0547,-0.1422,6.131,WALKING
17.634261,1.5657,-5.7752,0.1529,5.986,WALKING
17.638897,2.1369,-5.5789,0.2402,5.979,WALKING
17.643951,2.8739,-5.2867,0.5342,6.041,WALKING
17.64888,3.2183,-4.8924,0.8061,5.911,WALKING
17.652856,3.4543,-4.4704,1.0626,5.749,WALKING
17.658866,3.4304,-3.9236,1.1964,5.347,WALKING
17.663432,3.0499,-3.299,0.9777,4.598,WALKING
17.667663,2.5403,-2.7347,0.8162,3.821,WALKING
17.674813,1.94,-2.2075,0.6568,3.011,WALKING
17.679038,1.2731,-1.7137,0.7172,2.252,WALKING
17.682038,0.6659,-1.2592,0.9614,1.718,WALKING
17.686629,0.1983,-0.7676,1.1932,1.433,WALKING
17.700532,-0.2641,-0.2524,1.4851,1.529,WALKING
17.701848,-0.6427,0.2419,1.8289,1.954,WALKING
17.702322,-0.9497,0.6473,2.251,2.527,WALKING
17.705809,-1.2802,1.1022,2.6471,3.14,WALKING
17.710789,-1.5051,1.4721,3.1602,3.797,WALKING
17.715334,-1.6434,1.8429,3.5745,4.344,WALKING
17.72024,-1.743,2.2237,3.8863,4.805,WALKING
17.725032,-1.8281,2.5591,4.2008,5.248,WALKING
17.729683,-1.9388,2.8044,4.3959,5.563,WALKING
17.734626,-2.0845,3.0284,4.4619,5.781,WALKING
17.739484,-2.3084,3.2388,4.7298,6.18,WALKING
17.744028,-2.5498,3.3731,4.7218,6.338,WALKING
17.74885,-2.675,3.3167,4.4771,6.181,WALKING
17.753518,-2.8341,3.3892,4.3571,6.205,WALKING
17.758129,-3.3739,3.4207,4.2331,6.403,WALKING
17.763122,-3.7968,3.2499,4.0259,6.418,WALKING
17.767576,-4.1107,3.05,3.6688,6.298,WALKING
17.774723,-4.491,2.8371,3.359,6.285,WALKING
17.778952,-4.9194,2.4778,2.9644,6.255,WALKING
17.782328,-5.4078,2.0852,2.4691,6.3,WALKING
17.800259,-5.7908,1.6762,2.1464,6.399,WALKING
17.801486,-6.1317,1.2575,1.7406,6.497,WALKING
17.802081,-6.4084,0.8576,1.3088,6.597,WALKING
17.802658,-6.6591,0.4351,0.9218,6.737,WALKING
17.806021,-6.9352,0.057,0.5361,6.956,WALKING
17.816269,-7.25,-0.613,-0.0476,7.276,WALKING
17.823069,-7.373,-0.8994,-0.1795,7.43,WALKING
17.824863,-7.4483,-1.1897,-0.2688,7.547,WALKING
17.829651,-7.5089,-1.4009,-0.4068,7.649,WALKING
17.834568,-7.5098,-1.5786,-0.5771,7.696,WALKING
17.839913,-7.4339,-1.7093,-0.6153,7.653,WALKING
17.844396,-7.5884,-1.8893,-0.2097,7.823,WALKING
17.848638,-7.4684,-2.0053,-0.7589,7.77,WALKING
17.854683,-7.4752,-2.0895,-0.6591,7.79,WALKING
17.858334,-7.5612,-2.2015,-0.6104,7.899,WALKING
17.863695,-7.4273,-2.102,-0.6031,7.743,WALKING
17.867784,-7.3537,-1.8729,-0.6016,7.612,WALKING
17.872222,-7.2689,-1.5794,-0.7121,7.473,WALKING
17.877535,-7.2115,-1.283,-0.7246,7.36,WALKING
17.88201,-7.0619,-0.9813,-0.7838,7.173,WALKING
17.891523,-6.8286,-0.7145,-0.7916,6.911,WALKING
17.892956,-6.5854,-0.422,-0.9368,6.665,WALKING
17.896896,-6.2957,-0.156,-1.0128,6.379,WALKING
17.901467,-5.8948,0.1028,-1.1397,6.005,WALKING
17.919718,-5.3939,0.3244,-1.2348,5.543,WALKING
17.921051,-4.7274,0.5336,-1.3391,4.942,WALKING
17.922022,-3.8968,0.6638,-1.4364,4.206,WALKING
17.922579,-2.8527,0.7464,-1.5614,3.337,WALKING
17.927058,-1.6313,0.7724,-1.6715,2.46,WALKING
17.929758,-0.4192,0.6886,-1.7451,1.922,WALKING
17.934774,0.6797,0.5595,-1.9638,2.152,WALKING
17.944138,1.6334,0.44,-1.9898,2.612,WALKING
17.945767,2.5822,0.1796,-2.0825,3.322,WALKING
17.948922,3.5445,-0.0528,-2.3153,4.234,WALKING
17.954645,4.7389,-0.3289,-2.699,5.463,WALKING
17.9596,6.2211,-0.6396,-3.3128,7.077,WALKING
17.963979,7.6506,-0.9216,-3.9405,8.655,WALKING
17.968084,9.657,-1.3216,-4.8715,10.897,WALKING
17.973312,11.7986,-1.6594,-5.49,13.119,WALKING
17.97786,13.7045,-2.0184,-5.9975,15.095,WALKING
17.982499,15.6262,-2.398,-6.6125,17.136,WALKING
17.991551,17.058,-2.8594,-6.5551,18.497,WALKING
17.992974,17.1489,-3.2235,-7.0196,18.808,WALKING
17.998698,16.6778,-3.7723,-7.7117,18.758,WALKING
18.001424,15.0463,-4.2708,-7.1958,17.217,WALKING
18.018274,12.0802,-4.5314,-5.8767,14.177,WALKING
18.019544,8.8629,-4.4547,-4.1728,10.761,WALKING
18.020186,6.3635,-4.1135,-2.8944,8.111,WALKING
18.023613,4.4392,-3.7116,-1.758,6.048,WALKING
18.025506,3.0631,-3.3675,-0.9258,4.645,WALKING
18.030547,2.0719,-3.2402,0.2907,3.857,WALKING
18.03508,1.2451,-3.2647,1.5557,3.825,WALKING
18.040184,0.9069,-3.3605,2.8153,4.477,WALKING
18.044661,0.9855,-3.2915,4.0343,5.299,WALKING
18.049301,1.4034,-3.0217,4.9867,5.997,WALKING
18.054669,1.665,-2.5877,5.9322,6.683,WALKING
18.05919,1.6989,-1.9723,6.7677,7.251,WALKING
18.064186,1.7528,-1.3611,7.4988,7.82,WALKING
18.071361,1.7258,-0.7574,8.1298,8.345,WALKING
18.073313,1.6241,-0.1669,8.5844,8.738,WALKING
18.07777,1.3062,0.4071,8.9611,9.065,WALKING
18.082804,0.8524,0.9396,9.1097,9.198,WALKING
18.091423,0.2445,1.4685,8.9938,9.116,WALKING
18.0928,-0.4379,1.892,8.6448,8.86,WALKING
18.097295,-1.2071,2.3046,8.1757,8.58,WALKING
18.118156,-2.9211,2.9356,6.9906,8.125,WALKING
18.119531,-3.7718,3.0798,6.1352,7.833,WALKING
18.120196,-4.6121,3.1065,5.1434,7.575,WALKING
18.12295,-5.57,3.056,4.188,7.609,WALKING
18.125597,-6.4882,2.8709,2.9952,7.701,WALKING
18.130336,-7.2435,2.7136,1.6311,7.905,WALKING
18.135936,-7.7472,2.6326,0.3307,8.189,WALKING
18.140217,-7.8047,2.5616,-1.0475,8.281,WALKING
18.145516,-7.3454,2.4465,-2.367,8.096,WALKING
18.149705,-6.4084,2.3189,-3.6077,7.711,WALKING
18.155005,-5.0272,2.0347,-4.6278,7.129,WALKING
18.159522,-3.2194,1.6261,-5.1177,6.261,WALKING
18.16386,-1.1674,1.1331,-5.3448,5.587,WALKING
18.168423,0.7076,0.62,-5.0552,5.142,WALKING
18.174855,2.3101,0.2918,-4.4002,4.978,WALKING
18.17872,3.5171,-0.0804,-3.2165,4.767,WALKING
18.182945,4.3226,-0.3619,-2.0268,4.788,WALKING
18.206624,4.8588,-0.7814,-0.6745,4.967,WALKING
18.207564,5.2021,-1.2044,0.2252,5.344,WALKING
18.208021,5.3276,-1.5942,1.0231,5.654,WALKING
18.20843,5.471,-2.0866,1.4854,6.041,WALKING
18.208813,5.4766,-2.4566,1.7446,6.251,WALKING
18.211665,5.4383,-2.8506,1.8311,6.407,WALKING
18.216272,5.3862,-3.1577,1.8934,6.524,WALKING
18.221108,5.0825,-3.2857,1.8913,6.341,WALKING
18.227064,4.4043,-2.8538,1.5715,5.478,WALKING
18.230757,3.4705,-2.0172,1.1039,4.163,WALKING
18.235789,2.3891,-1.1797,0.6537,2.744,WALKING
18.24404,1.1916,-0.4234,0.1951,1.28,WALKING
18.246096,0.0622,0.2586,-0.1777,0.32,WALKING
18.25016,-0.9082,0.8029,-0.4703,1.3,WALKING
18.254957,-1.6962,1.2671,-0.5517,2.188,WALKING
18.259732,-2.2859,1.5039,-0.5449,2.79,WALKING
18.26445,-2.6269,1.5942,-0.3985,3.098,WALKING
18.26889,-2.9068,1.6258,-0.2093,3.337,WALKING
18.273712,-3.136,1.6438,-0.0408,3.541,WALKING
18.279096,-3.331,1.605,0.1728,3.702,WALKING
18.283475,-3.4586,1.6021,0.3676,3.829,WALKING
18.291668,-3.5239,1.5748,0.5601,3.9,WALKING
18.292922,-3.6154,1.5513,0.7642,4.008,WALKING
18.298196,-3.7143,1.5265,0.9284,4.122,WALKING
18.302554,-3.7939,1.4835,1.1079,4.222,WALKING
18.319463,-3.907,1.419,1.2298,4.335,WALKING
18.320759,-4.0104,1.3361,1.2947,4.421,WALKING
18.32126,-4.1017,1.2321,1.2699,4.467,WALKING
18.322203,-4.2934,1.1738,1.2421,4.621,WALKING
18.327018,-4.4292,1.0826,1.0476,4.678,WALKING
18.330817,-4.6337,0.9803,0.7716,4.799,WALKING
18.335679,-4.8015,0.8629,0.5104,4.905,WALKING
18.340443,-5.0379,0.7055,0.0461,5.087,WALKING
18.345398,-5.2992,0.5108,-0.3058,5.333,WALKING
18.349877,-5.3799,0.2698,-0.6577,5.427,WALKING
18.354804,-5.2643,0.0943,-1.0062,5.36,WALKING
18.360432,-4.8885,-0.0798,-1.2354,5.043,WALKING
18.36415,-4.3235,-0.1939,-1.5046,4.582,WALKING
18.368831,-3.5931,-0.2406,-1.783,4.018,WALKING
18.376391,-2.6868,-0.1698,-2.1423,3.441,WALKING
18.378644,-1.7089,-0.0424,-2.456,2.992,WALKING
18.383215,-0.7648,0.0888,-2.6494,2.759,WALKING
18.391717,0.0809,0.437,-2.7408,2.777,WALKING
18.397937,1.3447,0.8354,-2.6936,3.124,WALKING
18.40246,1.7608,1.0216,-2.3904,3.14,WALKING
18.417451,2.1605,1.2509,-2.024,3.214,WALKING
18.418702,2.4905,1.5391,-1.5571,3.316,WALKING
18.419359,2.7295,1.7583,-0.9628,3.387,WALKING
18.422764,2.8906,1.9395,-0.377,3.501,WALKING
18.42647,2.9576,2.044,0.2142,3.602,WALKING
18.431113,2.9872,2.1181,0.6341,3.716,WALKING
18.436062,2.9156,2.0858,0.9503,3.709,WALKING
18.440622,2.789,2.0324,1.1037,3.623,WALKING
18.445601,2.5709,1.9536,1.1171,3.417,WALKING
18.450166,2.3169,1.8843,0.9776,3.142,WALKING
18.455533,2.1237,1.8671,0.7628,2.929,WALKING
18.459933,1.9461,1.9545,0.5225,2.807,WALKING
18.464422,1.7885,2.1248,0.2351,2.787,WALKING
18.469077,1.7179,2.3322,-0.0881,2.898,WALKING
18.474988,1.6987,2.613,-0.4198,3.145,WALKING
18.479552,1.7697,2.8566,-0.7518,3.443,WALKING
18.484065,1.9317,3.1021,-1.0101,3.791,WALKING
18.516923,2.1457,3.2708,-1.1828,4.087,WALKING
18.518509,2.4025,3.4553,-1.2975,4.404,WALKING
18.519368,2.7903,3.5078,-1.2356,4.649,WALKING
18.527483,3.1344,3.4889,-1.0046,4.796,WALKING
18.528068,3.5765,3.3692,-0.7279,4.967,WALKING
18.528464,4.0769,3.1659,-0.3759,5.175,WALKING
18.528784,4.551,2.9358,0.0907,5.417,WALKING
18.529091,4.9581,2.7085,0.5696,5.678,WALKING
18.529494,5.2754,2.3982,1.0168,5.883,WALKING
18.532966,5.6008,2.1162,1.2737,6.121,WALKING
18.536494,5.9248,1.8038,1.3874,6.347,WALKING
18.54061,6.2315,1.5002,1.4456,6.571,WALKING
18.545515,6.5998,1.2121,1.3778,6.85,WALKING
18.550222,7.0129,0.9426,1.3959,7.212,WALKING
18.555097,7.4642,0.6572,1.3573,7.615,WALKING
18.560538,7.8423,0.2638,1.3618,7.964,WALKING
18.564793,8.0274,-0.2624,1.2163,8.123,WALKING
18.56914,8.0031,-0.9213,1.253,8.153,WALKING
18.575475,7.4218,-1.528,1.0072,7.644,WALKING
18.57932,6.4593,-2.0641,0.4805,6.798,WALKING
18.58364,5.3058,-2.6107,0.0169,5.913,WALKING
18.598973,4.1964,-2.9736,-0.5022,5.168,WALKING
18.60014,3.2344,-3.2022,-0.9232,4.644,WALKING
18.600767,2.2923,-3.4621,-1.3775,4.375,WALKING
18.603356,1.5543,-3.7043,-1.3815,4.248,WALKING
18.607741,0.824,-4.0139,-1.3551,4.316,WALKING
18.612117,0.239,-4.2151,-1.3033,4.418,WALKING
18.617413,-0.2069,-4.4656,-1.2538,4.643,WALKING
18.623226,-0.5151,-4.6619,-1.1018,4.818,WALKING
18.628137,-0.8382,-4.7591,-0.8938,4.914,WALKING
18.631578,-0.8291,-4.9458,-0.8909,5.093,WALKING
18.636356,-0.7019,-5.0517,-0.6351,5.14,WALKING
18.641063,-0.1964,-4.8445,-0.5155,4.876,WALKING
18.645897,0.3997,-4.4821,-0.3458,4.513,WALKING
18.655587,1.9562,-3.9338,-0.2823,4.402,WALKING
18.660364,2.5024,-3.654,-0.0158,4.429,WALKING
18.665031,2.9191,-3.3686,0.338,4.47,WALKING
18.669606,3.2047,-3.0918,0.5973,4.493,WALKING
18.675268,3.3185,-2.8145,0.9667,4.457,WALKING
18.679797,3.1341,-2.4424,1.0951,4.122,WALKING
18.684022,2.8171,-2.1072,1.2997,3.75,WALKING
18.699343,2.3569,-1.7651,1.3501,3.239,WALKING
18.700395,1.8323,-1.412,1.2209,2.616,WALKING
18.700939,1.3578,-1.0971,1.1873,2.111,WALKING
18.704831,0.8347,-0.7754,1.221,1.67,WALKING
18.707965,0.3089,-0.4689,1.4769,1.58,WALKING
18.712266,-0.1325,-0.1138,1.6564,1.666,WALKING
18.718053,-0.5603,0.1172,2.0662,2.144,WALKING
18.723014,-0.8591,0.408,2.3432,2.529,WALKING
18.727807,-1.2458,0.6555,2.6529,3.003,WALKING
18.73234,-1.5624,0.9126,2.9189,3.434,WALKING
18.738011,-1.8335,1.1614,3.1555,3.83,WALKING
18.74169,-2.1196,1.2606,3.2881,4.11,WALKING
18.74721,-2.2976,1.4732,3.5866,4.507,WALKING
18.751075,-2.4931,1.4816,3.6807,4.686,WALKING
18.755929,-2.5279,1.6072,3.6931,4.755,WALKING
18.760855,-2.7417,1.6201,3.761,4.928,WALKING
18.765322,-2.843,1.6253,3.626,4.886,WALKING
18.769728,-2.977,1.5412,3.6164,4.931,WALKING
18.775585,-3.0006,1.427,3.4543,4.793,WALKING
18.780169,-3.0189,1.2652,3.2871,4.639,WALKING
18.78417,-3.1534,1.0447,3.0295,4.496,WALKING
18.801512,-3.2767,0.7823,2.738,4.341,WALKING
18.802498,-3.418,0.485,2.5072,4.267,WALKING
18.803015,-3.6048,0.2289,2.0518,4.154,WALKING
18.805662,-3.7416,-0.0601,1.7462,4.129,WALKING
18.80816,-3.9458,-0.3585,1.339,4.182,WALKING
18.812739,-4.1681,-0.5754,0.7984,4.283,WALKING
18.818401,-4.3119,-0.7915,0.5431,4.417,WALKING
18.822503,-4.5289,-0.9746,0.0463,4.633,WALKING
18.827281,-4.7142,-1.108,-0.2224,4.848,WALKING
18.83231,-4.8377,-1.228,-0.6273,5.03,WALKING
18.837874,-4.9729,-1.3286,-0.7925,5.208,WALKING
18.84163,-5.056,-1.3955,-0.9418,5.329,WALKING
18.846635,-5.1567,-1.4542,-1.0808,5.466,WALKING
18.851233,-5.2467,-1.5006,-1.0814,5.563,WALKING
18.855912,-5.3983,-1.4811,-1.0278,5.691,WALKING
18.86102,-5.4976,-1.4646,-0.9221,5.764,WALKING
18.865561,-5.5774,-1.4157,-0.7059,5.797,WALKING
18.869901,-5.6766,-1.3349,-0.5169,5.854,WALKING
18.876481,-5.7593,-1.2261,-0.212,5.892,WALKING
18.879976,-5.8233,-1.0455,0.0813,5.917,WALKING
18.884632,-5.8439,-0.9068,0.4087,5.928,WALKING
18.900321,-5.937,-0.7214,0.727,6.025,WALKING
18.901565,-5.985,-0.5343,1.0339,6.097,WALKING
18.902155,-6.031,-0.3441,1.2914,6.177,WALKING
18.904454,-6.0118,-0.1713,1.5381,6.208,WALKING
18.908122,-5.9936,-0.0182,1.7001,6.23,WALKING
18.913297,-6.033,0.1298,1.7595,6.286,WALKING
18.918303,-5.9992,0.2474,1.8155,6.273,WALKING
18.922992,-5.9653,0.3483,1.8046,6.242,WALKING
18.928119,-5.8831,0.4153,1.6794,6.132,WALKING
18.932291,-5.8191,0.451,1.486,6.023,WALKING
18.938035,-5.6896,0.4388,1.2295,5.837,WALKING
18.942522,-5.5059,0.3645,0.9157,5.593,WALKING
18.946457,-5.2278,0.2448,0.6215,5.27,WALKING
18.951173,-4.889,0.1302,0.2079,4.895,WALKING
18.956063,-4.5063,0.0432,-0.3497,4.52,WALKING
18.96085,-4.0106,-0.0737,-0.8656,4.104,WALKING
18.965515,-3.3621,-0.1894,-1.3509,3.628,WALKING
18.974321,-2.5961,-0.2428,-1.9936,3.282,WALKING
18.97589,-1.541,-0.3052,-2.4868,2.941,WALKING
18.980777,-0.3333,-0.4338,-3.0824,3.131,WALKING
18.984615,1.032,-0.6125,-3.5325,3.731,WALKING
18.999885,2.5609,-0.7784,-4.091,4.889,WALKING
19.00156,3.7724,-1.0279,-4.6113,6.046,WALKING
19.002222,4.8447,-1.2929,-4.9689,7.059,WALKING
19.007252,6.0129,-1.5962,-5.1343,8.066,WALKING
19.009064,7.0041,-1.8071,-5.2657,8.947,WALKING
19.013505,8.0769,-2.0969,-5.3514,9.913,WALKING
19.018162,9.2497,-2.3366,-5.4967,11.01,WALKING
19.027127,10.1679,-2.3339,-5.4599,11.775,WALKING
19.028416,10.9986,-2.4583,-5.4764,12.53,WALKING
19.032778,12.2928,-2.4955,-5.5053,13.699,WALKING
19.039852,12.7135,-2.3519,-5.47,14.039,WALKING
19.041951,12.1537,-1.9416,-5.7834,13.599,WALKING
19.047166,11.0407,-1.6905,-6.3153,12.831,WALKING
19.051534,9.8582,-1.7624,-7.3347,12.413,WALKING
19.056834,8.6069,-2.2634,-7.7845,11.824,WALKING
19.061589,7.0097,-2.833,-7.4023,10.581,WALKING
19.065803,5.1165,-3.0645,-6.3208,8.69,WALKING
19.074889,3.267,-2.9996,-4.9651,6.658,WALKING
19.076338,1.8268,-2.6796,-3.6376,4.873,WALKING
19.080786,0.89,-2.2039,-2.4986,3.449,WALKING
19.084936,0.3862,-2.0377,-1.1157,2.355,WALKING
