time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2),label
56.842297,-5.2663,-0.0525,5.6266,7.707,WALKING_DOWNSTAIRS
56.843498,-6.0555,-0.3527,4.9619,7.837,WALKING_DOWNSTAIRS
56.844243,-6.4978,-0.5614,4.2574,7.789,WALKING_DOWNSTAIRS
56.844867,-6.8394,-0.6215,3.3922,7.66,WALKING_DOWNSTAIRS
56.845534,-7.1775,-0.537,2.2617,7.545,WALKING_DOWNSTAIRS
56.845908,-7.3686,-0.2094,0.8499,7.42,WALKING_DOWNSTAIRS
56.848796,-6.9825,0.2417,-0.6385,7.016,WALKING_DOWNSTAIRS
56.853416,-6.1111,0.6277,-1.9456,6.444,WALKING_DOWNSTAIRS
56.858473,-5.0075,0.9008,-2.9672,5.89,WALKING_DOWNSTAIRS
56.86286,-3.7813,1.0415,-3.4036,5.193,WALKING_DOWNSTAIRS
56.867553,-2.8046,1.2574,-3.6577,4.778,WALKING_DOWNSTAIRS
56.873288,-1.852,1.4697,-3.6575,4.355,WALKING_DOWNSTAIRS
56.877542,-0.9347,1.5122,-3.3491,3.792,WALKING_DOWNSTAIRS
56.882426,-0.1521,1.4497,-2.7611,3.122,WALKING_DOWNSTAIRS
56.887698,0.545,1.3346,-1.9505,2.425,WALKING_DOWNSTAIRS
56.891425,0.87,0.9982,-0.8899,1.595,WALKING_DOWNSTAIRS
56.89687,0.9109,0.5293,0.2152,1.075,WALKING_DOWNSTAIRS
56.905562,0.6334,0.1184,1.0798,1.257,WALKING_DOWNSTAIRS
56.910742,0.2067,-0.2719,1.7434,1.777,WALKING_DOWNSTAIRS
56.91339,-0.4187,-0.6126,2.1139,2.24,WALKING_DOWNSTAIRS
56.915608,-1.2183,-0.8956,2.1299,2.612,WALKING_DOWNSTAIRS
56.939953,-2.081,-1.1098,1.8486,2.997,WALKING_DOWNSTAIRS
56.941475,-2.9263,-1.2773,1.3266,3.458,WALKING_DOWNSTAIRS
56.942196,-3.6685,-1.4547,0.6926,4.007,WALKING_DOWNSTAIRS
56.94273,-4.6141,-1.819,-0.3529,4.972,WALKING_DOWNSTAIRS
56.944814,-4.7476,-1.9648,-0.6167,5.175,WALKING_DOWNSTAIRS
56.950023,-4.5957,-2.0238,-0.6394,5.062,WALKING_DOWNSTAIRS
56.954397,-4.2672,-2.0412,-0.5872,4.767,WALKING_DOWNSTAIRS
56.958055,-3.7372,-1.9433,-0.4365,4.235,WALKING_DOWNSTAIRS
56.963947,-3.1041,-1.697,-0.258,3.547,WALKING_DOWNSTAIRS
56.97102,-2.6346,-1.4201,-0.044,2.993,WALKING_DOWNSTAIRS
56.973435,-2.2629,-1.1879,0.1925,2.563,WALKING_DOWNSTAIRS
56.977651,-2.0619,-0.8958,0.419,2.287,WALKING_DOWNSTAIRS
56.982582,-1.98,-0.6505,0.6989,2.198,WALKING_DOWNSTAIRS
56.986516,-1.9992,-0.4029,1.003,2.273,WALKING_DOWNSTAIRS
56.991492,-2.0565,-0.1623,1.3252,2.452,WALKING_DOWNSTAIRS
56.997073,-2.1621,0.1149,1.6736,2.737,WALKING_DOWNSTAIRS
57.006338,-2.3116,0.3699,1.9892,3.072,WALKING_DOWNSTAIRS
57.007676,-2.4901,0.6388,2.2941,3.445,WALKING_DOWNSTAIRS
57.011715,-2.6413,0.9148,2.5227,3.765,WALKING_DOWNSTAIRS
57.015812,-2.8109,1.1744,2.7726,4.119,WALKING_DOWNSTAIRS
57.03848,-2.9664,1.4072,2.99,4.441,WALKING_DOWNSTAIRS
57.039688,-3.0876,1.6292,3.1844,4.725,WALKING_DOWNSTAIRS
57.040201,-3.1647,1.8273,3.4598,5.032,WALKING_DOWNSTAIRS
57.040708,-3.2053,2.031,3.808,5.376,WALKING_DOWNSTAIRS
57.041244,-3.1942,2.1691,4.2434,5.737,WALKING_DOWNSTAIRS
57.044504,-3.0752,2.2728,4.7181,6.073,WALKING_DOWNSTAIRS
57.048943,-2.9384,2.3705,5.2684,6.481,WALKING_DOWNSTAIRS
57.054908,-2.8338,2.4397,5.8048,6.905,WALKING_DOWNSTAIRS
57.059619,-2.7159,2.5186,6.176,7.202,WALKING_DOWNSTAIRS
57.064399,-2.6659,2.6091,6.3558,7.37,WALKING_DOWNSTAIRS
57.071907,-2.6593,2.6667,6.3436,7.377,WALKING_DOWNSTAIRS
57.075254,-2.7621,2.7756,6.0579,7.213,WALKING_DOWNSTAIRS
57.078553,-2.8245,2.773,5.5276,6.799,WALKING_DOWNSTAIRS
57.082961,-2.5542,2.4965,4.8599,6.031,WALKING_DOWNSTAIRS
57.089401,-1.9541,1.9275,4.1433,4.97,WALKING_DOWNSTAIRS
57.092091,-1.2858,1.303,3.408,3.869,WALKING_DOWNSTAIRS
57.096981,-0.5715,0.7271,2.6533,2.81,WALKING_DOWNSTAIRS
57.105754,0.2244,0.2708,1.7674,1.802,WALKING_DOWNSTAIRS
57.106962,1.1819,-0.0886,0.7968,1.428,WALKING_DOWNSTAIRS
57.113582,2.3994,-0.3482,-0.1993,2.433,WALKING_DOWNSTAIRS
57.116544,3.8689,-0.5143,-1.1697,4.074,WALKING_DOWNSTAIRS
57.139806,5.1396,-0.6103,-1.6028,5.418,WALKING_DOWNSTAIRS
57.141032,6.25,-0.6452,-1.7733,6.529,WALKING_DOWNSTAIRS
57.14169,7.0979,-0.6981,-1.4072,7.27,WALKING_DOWNSTAIRS
57.142206,7.7613,-0.7365,-0.636,7.822,WALKING_DOWNSTAIRS
57.142753,8.3869,-0.6308,0.0792,8.411,WALKING_DOWNSTAIRS
57.144107,8.9517,-0.5948,0.661,8.996,WALKING_DOWNSTAIRS
57.149706,9.8202,-0.5147,1.0642,9.891,WALKING_DOWNSTAIRS
57.154225,10.7983,-0.5759,1.2166,10.882,WALKING_DOWNSTAIRS
57.159273,11.7625,-0.987,1.0095,11.847,WALKING_DOWNSTAIRS
57.164968,12.6303,-1.3577,0.9303,12.737,WALKING_DOWNSTAIRS
57.169398,13.1254,-2.0036,0.453,13.285,WALKING_DOWNSTAIRS
57.173947,13.2481,-2.5602,0.0056,13.493,WALKING_DOWNSTAIRS
57.178059,13.1471,-3.2422,-0.6964,13.559,WALKING_DOWNSTAIRS
57.183522,12.6232,-3.7478,-1.3077,13.233,WALKING_DOWNSTAIRS
57.189635,11.8806,-4.0677,-1.9477,12.708,WALKING_DOWNSTAIRS
57.192943,10.9442,-4.2061,-2.8563,12.068,WALKING_DOWNSTAIRS
57.197108,9.6221,-4.0827,-3.7854,11.117,WALKING_DOWNSTAIRS
57.20637,8.0516,-3.6315,-4.5506,9.936,WALKING_DOWNSTAIRS
57.207885,6.4153,-3.0282,-5.1654,8.775,WALKING_DOWNSTAIRS
57.21177,4.8511,-2.3872,-5.7784,7.913,WALKING_DOWNSTAIRS
57.216162,3.2842,-1.6768,-6.2294,7.239,WALKING_DOWNSTAIRS
57.238888,1.908,-1.0315,-6.4109,6.768,WALKING_DOWNSTAIRS
57.240225,-0.2613,0.108,-6.0742,6.081,WALKING_DOWNSTAIRS
57.240773,-0.9651,0.4232,-5.3958,5.498,WALKING_DOWNSTAIRS
57.241325,-1.4303,0.5919,-4.4941,4.753,WALKING_DOWNSTAIRS
57.244741,-1.6965,0.538,-3.4236,3.859,WALKING_DOWNSTAIRS
57.249189,-1.6958,0.3838,-2.194,2.799,WALKING_DOWNSTAIRS
57.253875,-1.5298,0.1529,-0.918,1.791,WALKING_DOWNSTAIRS
57.260497,-1.2094,-0.1687,0.3601,1.273,WALKING_DOWNSTAIRS
57.263879,-0.8034,-0.4629,1.567,1.821,WALKING_DOWNSTAIRS
57.269299,-0.3955,-0.6845,2.7065,2.82,WALKING_DOWNSTAIRS
57.274646,-0.1763,-0.8976,3.6158,3.73,WALKING_DOWNSTAIRS
57.278749,-0.0086,-0.9987,4.3932,4.505,WALKING_DOWNSTAIRS
57.283443,0.0137,-1.0166,4.9963,5.099,WALKING_DOWNSTAIRS
57.288051,-0.1151,-0.9653,5.4639,5.55,WALKING_DOWNSTAIRS
57.293008,-0.3979,-0.8914,5.6234,5.707,WALKING_DOWNSTAIRS
57.297261,-0.7488,-0.8031,5.6113,5.718,WALKING_DOWNSTAIRS
57.306229,-1.1225,-0.7152,5.439,5.599,WALKING_DOWNSTAIRS
57.307666,-1.4663,-0.6299,5.185,5.425,WALKING_DOWNSTAIRS
57.311933,-1.7622,-0.553,4.8646,5.203,WALKING_DOWNSTAIRS
57.316554,-2.0269,-0.5064,4.5591,5.015,WALKING_DOWNSTAIRS
57.337953,-2.2377,-0.457,4.1974,4.779,WALKING_DOWNSTAIRS
57.338795,-2.4896,-0.3974,3.8494,4.602,WALKING_DOWNSTAIRS
57.339079,-2.7245,-0.3644,3.4617,4.42,WALKING_DOWNSTAIRS
57.339511,-2.9947,-0.3008,3.1098,4.328,WALKING_DOWNSTAIRS
57.340659,-3.3145,-0.2677,2.7683,4.327,WALKING_DOWNSTAIRS
57.34397,-3.6199,-0.232,2.4684,4.388,WALKING_DOWNSTAIRS
57.348844,-4.0851,-0.165,2.1811,4.634,WALKING_DOWNSTAIRS
57.354922,-4.4512,-0.1217,1.9094,4.845,WALKING_DOWNSTAIRS
57.360286,-4.8114,-0.0516,1.6635,5.091,WALKING_DOWNSTAIRS
57.364971,-5.0672,-0.0088,1.599,5.313,WALKING_DOWNSTAIRS
57.369382,-5.3283,0.036,1.4398,5.52,WALKING_DOWNSTAIRS
57.373824,-5.4839,0.0788,1.4716,5.678,WALKING_DOWNSTAIRS
57.378738,-5.663,0.1112,1.4255,5.841,WALKING_DOWNSTAIRS
57.383356,-5.8519,0.1445,1.3438,6.006,WALKING_DOWNSTAIRS
57.388316,-5.988,0.2005,1.2368,6.118,WALKING_DOWNSTAIRS
57.392815,-6.1949,0.2924,1.0507,6.29,WALKING_DOWNSTAIRS
57.39807,-6.3016,0.3257,0.9399,6.38,WALKING_DOWNSTAIRS
57.406075,-6.2751,0.2934,0.8723,6.342,WALKING_DOWNSTAIRS
57.410059,-5.9054,0.0942,0.9444,5.981,WALKING_DOWNSTAIRS
57.412374,-5.3497,-0.2362,1.1557,5.478,WALKING_DOWNSTAIRS
57.416295,-4.7634,-0.5594,1.3722,4.989,WALKING_DOWNSTAIRS
57.439107,-4.1792,-0.9201,1.6549,4.588,WALKING_DOWNSTAIRS
57.440318,-3.655,-1.2785,2.0212,4.368,WALKING_DOWNSTAIRS
57.440875,-3.2406,-1.5908,2.2994,4.28,WALKING_DOWNSTAIRS
57.44145,-2.9479,-1.8865,2.5259,4.316,WALKING_DOWNSTAIRS
57.441915,-2.7047,-2.0559,2.6626,4.316,WALKING_DOWNSTAIRS
57.445012,-2.7789,-2.2552,2.6882,4.476,WALKING_DOWNSTAIRS
57.451024,-2.8298,-2.235,2.7038,4.507,WALKING_DOWNSTAIRS
57.454817,-3.0205,-2.2589,2.7434,4.664,WALKING_DOWNSTAIRS
57.45967,-3.1673,-2.1976,2.826,4.78,WALKING_DOWNSTAIRS
57.469313,-3.686,-1.7431,2.6789,4.879,WALKING_DOWNSTAIRS
57.474221,-3.9977,-1.5104,2.3859,4.894,WALKING_DOWNSTAIRS
57.479329,-4.3732,-1.1405,1.8814,4.895,WALKING_DOWNSTAIRS
57.484012,-4.4709,-0.7956,1.2098,4.699,WALKING_DOWNSTAIRS
57.489024,-4.3903,-0.4482,0.4072,4.432,WALKING_DOWNSTAIRS
57.493507,-4.1706,-0.2312,-0.3937,4.195,WALKING_DOWNSTAIRS
57.498275,-3.8125,-0.1164,-1.039,3.953,WALKING_DOWNSTAIRS
57.505414,-3.3774,-0.1228,-1.4765,3.688,WALKING_DOWNSTAIRS
57.507915,-2.8752,-0.1742,-1.6181,3.304,WALKING_DOWNSTAIRS
57.512579,-2.3932,-0.2576,-1.379,2.774,WALKING_DOWNSTAIRS
57.516745,-1.981,-0.3429,-0.8455,2.181,WALKING_DOWNSTAIRS
57.539822,-1.7249,-0.3856,-0.1495,1.774,WALKING_DOWNSTAIRS
57.541376,-1.5261,-0.3728,0.571,1.672,WALKING_DOWNSTAIRS
57.542027,-1.2206,-0.3773,1.2085,1.759,WALKING_DOWNSTAIRS
57.542607,-0.8416,-0.4325,1.8022,2.036,WALKING_DOWNSTAIRS
57.543154,-0.4096,-0.5124,2.3938,2.482,WALKING_DOWNSTAIRS
57.546046,0.1379,-0.6491,3.072,3.143,WALKING_DOWNSTAIRS
57.549941,0.8442,-1.0067,4.0695,4.276,WALKING_DOWNSTAIRS
57.558068,1.4979,-1.5258,4.9724,5.413,WALKING_DOWNSTAIRS
57.56012,1.9679,-2.3123,5.4263,6.218,WALKING_DOWNSTAIRS
57.565011,2.1882,-3.3423,5.1935,6.552,WALKING_DOWNSTAIRS
57.574693,1.7402,-4.2977,4.1563,6.227,WALKING_DOWNSTAIRS
57.575911,1.272,-5.1066,3.252,6.186,WALKING_DOWNSTAIRS
57.579495,1.3817,-5.5202,2.3536,6.158,WALKING_DOWNSTAIRS
57.583565,2.408,-5.5718,1.3343,6.215,WALKING_DOWNSTAIRS
57.587802,3.8242,-5.328,0.2954,6.565,WALKING_DOWNSTAIRS
57.59478,5.2139,-5.181,-0.9623,7.413,WALKING_DOWNSTAIRS
57.598361,6.9145,-5.4416,-2.7024,9.205,WALKING_DOWNSTAIRS
57.604281,8.4335,-5.6014,-4.8228,11.214,WALKING_DOWNSTAIRS
57.608716,9.9905,-5.25,-6.2471,12.9,WALKING_DOWNSTAIRS
57.613053,11.6777,-4.5424,-6.919,14.313,WALKING_DOWNSTAIRS
57.616929,12.9222,-3.3981,-7.5499,15.347,WALKING_DOWNSTAIRS
57.6229,14.0784,-2.2246,-8.0806,16.384,WALKING_DOWNSTAIRS
57.627543,15.1813,-1.1071,-9.5959,17.994,WALKING_DOWNSTAIRS
57.630907,16.9623,0.391,-11.3107,20.391,WALKING_DOWNSTAIRS
57.660472,19.0443,1.9141,-12.9368,23.102,WALKING_DOWNSTAIRS
57.66214,20.1283,3.51,-10.9959,23.203,WALKING_DOWNSTAIRS
57.662888,19.5412,4.3383,-6.7933,21.138,WALKING_DOWNSTAIRS
57.663462,18.1684,4.5808,-1.8395,18.827,WALKING_DOWNSTAIRS
57.66399,16.8085,4.5842,2.4813,17.598,WALKING_DOWNSTAIRS
57.664615,15.7541,4.0973,6.2971,17.454,WALKING_DOWNSTAIRS
57.66656,14.4849,3.9152,9.2168,17.609,WALKING_DOWNSTAIRS
57.669282,12.9855,3.5346,11.1061,17.449,WALKING_DOWNSTAIRS
57.676126,10.7684,3.1422,12.2246,16.591,WALKING_DOWNSTAIRS
57.679463,8.201,2.7498,12.5245,15.221,WALKING_DOWNSTAIRS
57.68406,5.5982,2.5254,11.7561,13.264,WALKING_DOWNSTAIRS
57.692798,3.1412,2.3182,10.6751,11.367,WALKING_DOWNSTAIRS
57.69423,0.7829,2.1204,9.5594,9.823,WALKING_DOWNSTAIRS
57.699119,-1.305,1.79,8.0408,8.34,WALKING_DOWNSTAIRS
57.705763,-3.0486,1.7722,7.015,7.851,WALKING_DOWNSTAIRS
57.71496,-6.287,1.578,4.6717,7.99,WALKING_DOWNSTAIRS
57.716886,-7.423,1.4124,3.2682,8.233,WALKING_DOWNSTAIRS
57.740841,-8.1913,1.3171,1.8113,8.492,WALKING_DOWNSTAIRS
57.741794,-9.0416,1.2629,0.5009,9.143,WALKING_DOWNSTAIRS
57.742291,-10.0468,1.2872,-0.6515,10.15,WALKING_DOWNSTAIRS
57.742905,-10.3904,1.0546,-1.642,10.572,WALKING_DOWNSTAIRS
57.743422,-10.3663,0.7554,-2.7334,10.747,WALKING_DOWNSTAIRS
57.746858,-9.9683,0.378,-3.1058,10.448,WALKING_DOWNSTAIRS
57.750479,-9.2142,-0.0488,-3.4209,9.829,WALKING_DOWNSTAIRS
57.75504,-8.1257,-0.4635,-3.7039,8.942,WALKING_DOWNSTAIRS
57.76063,-6.6764,-0.8285,-3.9506,7.802,WALKING_DOWNSTAIRS
57.765579,-5.286,-1.1366,-4.1557,6.819,WALKING_DOWNSTAIRS
57.770047,-4.1866,-1.2878,-4.1711,6.048,WALKING_DOWNSTAIRS
57.775812,-3.558,-1.3436,-4.1342,5.618,WALKING_DOWNSTAIRS
57.779438,-2.999,-1.6153,-3.8498,5.14,WALKING_DOWNSTAIRS
57.783527,-2.6442,-1.7489,-3.4149,4.66,WALKING_DOWNSTAIRS
57.789424,-2.6524,-1.85,-2.9305,4.364,WALKING_DOWNSTAIRS
57.794556,-2.8228,-1.897,-2.3792,4.151,WALKING_DOWNSTAIRS
57.798857,-2.9909,-1.901,-1.8247,3.986,WALKING_DOWNSTAIRS
57.806205,-3.146,-1.8704,-1.2835,3.879,WALKING_DOWNSTAIRS
57.808343,-3.2666,-1.8328,-0.7602,3.822,WALKING_DOWNSTAIRS
57.813342,-3.3452,-1.8069,-0.2443,3.81,WALKING_DOWNSTAIRS
57.817245,-3.3548,-1.7553,0.1708,3.79,WALKING_DOWNSTAIRS
57.839043,-3.3507,-1.6903,0.5835,3.798,WALKING_DOWNSTAIRS
57.840033,-3.3196,-1.538,0.9929,3.791,WALKING_DOWNSTAIRS
57.840506,-3.2742,-1.3707,1.3588,3.801,WALKING_DOWNSTAIRS
57.840967,-3.2165,-1.1794,1.6559,3.805,WALKING_DOWNSTAIRS
57.842087,-3.0894,-0.9161,1.8491,3.715,WALKING_DOWNSTAIRS
57.846244,-2.9387,-0.637,1.9256,3.571,WALKING_DOWNSTAIRS
57.850712,-2.7665,-0.3019,1.9123,3.377,WALKING_DOWNSTAIRS
57.858127,-2.5709,0.0834,1.8543,3.171,WALKING_DOWNSTAIRS
57.860897,-2.306,0.4268,1.7614,2.933,WALKING_DOWNSTAIRS
57.866061,-2.0455,0.7361,1.6298,2.717,WALKING_DOWNSTAIRS
57.871097,-1.8306,1.0295,1.477,2.568,WALKING_DOWNSTAIRS
57.874723,-1.6629,1.2411,1.3175,2.458,WALKING_DOWNSTAIRS
57.880106,-1.5593,1.4396,1.1491,2.413,WALKING_DOWNSTAIRS
57.884134,-1.4955,1.565,1.0257,2.395,WALKING_DOWNSTAIRS
57.891114,-1.5381,1.6354,0.8788,2.411,WALKING_DOWNSTAIRS
57.894793,-1.7169,1.6729,0.7695,2.518,WALKING_DOWNSTAIRS
57.898917,-2.0414,1.6228,0.7548,2.715,WALKING_DOWNSTAIRS
57.906079,-2.3875,1.5317,0.8214,2.953,WALKING_DOWNSTAIRS
57.908781,-2.7172,1.4414,1.0625,3.254,WALKING_DOWNSTAIRS
57.913428,-2.9001,1.2819,1.4995,3.507,WALKING_DOWNSTAIRS
57.917373,-2.9797,1.0968,2.1807,3.852,WALKING_DOWNSTAIRS
57.940092,-3.023,0.9777,2.9936,4.365,WALKING_DOWNSTAIRS
57.941389,-3.0012,0.8617,3.9029,4.998,WALKING_DOWNSTAIRS
57.941886,-2.9934,0.8186,4.752,5.676,WALKING_DOWNSTAIRS
57.942344,-3.0167,0.8273,5.45,6.284,WALKING_DOWNSTAIRS
57.942781,-3.0185,0.8213,5.9866,6.755,WALKING_DOWNSTAIRS
57.950561,-2.6938,0.8364,6.094,6.715,WALKING_DOWNSTAIRS
57.958603,-2.1783,0.7954,5.6702,6.126,WALKING_DOWNSTAIRS
57.961088,-1.5339,0.6948,4.7445,5.034,WALKING_DOWNSTAIRS
57.966634,-0.738,0.5673,3.6822,3.798,WALKING_DOWNSTAIRS
57.970442,0.0929,0.4457,2.3281,2.372,WALKING_DOWNSTAIRS
57.974561,0.9906,0.3601,0.9951,1.45,WALKING_DOWNSTAIRS
57.980157,1.7786,0.3833,-0.1885,1.829,WALKING_DOWNSTAIRS
57.986056,2.4525,0.4437,-1.3119,2.817,WALKING_DOWNSTAIRS
57.990137,3.2427,0.4242,-2.193,3.938,WALKING_DOWNSTAIRS
57.994593,4.1111,0.4496,-2.7299,4.955,WALKING_DOWNSTAIRS
57.998565,5.0974,0.4292,-3.0234,5.942,WALKING_DOWNSTAIRS
58.003814,6.0767,0.3483,-3.193,6.873,WALKING_DOWNSTAIRS
58.008553,6.9934,0.175,-3.065,7.638,WALKING_DOWNSTAIRS
58.013612,7.9831,0.0826,-2.5963,8.395,WALKING_DOWNSTAIRS
58.022859,9.0808,-0.0723,-2.1294,9.327,WALKING_DOWNSTAIRS
58.024293,10.1053,-0.1956,-1.6918,10.248,WALKING_DOWNSTAIRS
58.029542,10.9669,-0.4396,-1.3644,11.06,WALKING_DOWNSTAIRS
58.031622,11.7939,-0.7063,-0.8337,11.844,WALKING_DOWNSTAIRS
58.059005,12.3275,-1.124,-0.6278,12.395,WALKING_DOWNSTAIRS
58.06034,12.4785,-1.4441,-0.4261,12.569,WALKING_DOWNSTAIRS
58.060965,12.4157,-1.9368,-0.5516,12.578,WALKING_DOWNSTAIRS
58.066278,11.8643,-2.3891,-0.8691,12.134,WALKING_DOWNSTAIRS
58.066959,10.7681,-2.9038,-1.1438,11.211,WALKING_DOWNSTAIRS
58.067445,9.8552,-3.5037,-1.7168,10.599,WALKING_DOWNSTAIRS
58.067913,8.9224,-3.8645,-2.0792,9.943,WALKING_DOWNSTAIRS
58.070706,7.3095,-3.6524,-2.6295,8.584,WALKING_DOWNSTAIRS
58.075362,5.6263,-3.1554,-3.4005,7.292,WALKING_DOWNSTAIRS
58.079719,4.0781,-2.4887,-4.1688,6.341,WALKING_DOWNSTAIRS
58.085787,2.5568,-1.7535,-4.8604,5.765,WALKING_DOWNSTAIRS
58.091586,1.288,-1.0744,-5.588,5.834,WALKING_DOWNSTAIRS
58.094834,0.2528,-0.4442,-5.9809,6.003,WALKING_DOWNSTAIRS
58.099596,-0.5547,0.0308,-6.2284,6.253,WALKING_DOWNSTAIRS
58.103046,-1.1083,0.3503,-6.0844,6.194,WALKING_DOWNSTAIRS
58.108486,-1.3825,0.5608,-5.7252,5.916,WALKING_DOWNSTAIRS
58.113333,-1.3177,0.5853,-5.033,5.235,WALKING_DOWNSTAIRS
58.122991,-0.7854,0.4221,-4.1359,4.231,WALKING_DOWNSTAIRS
58.124454,0.0401,0.1638,-2.9843,2.989,WALKING_DOWNSTAIRS
58.12846,0.7278,-0.1219,-1.8498,1.992,WALKING_DOWNSTAIRS
58.132847,1.2484,-0.3443,-0.6631,1.455,WALKING_DOWNSTAIRS
58.15814,1.5234,-0.4859,0.4692,1.666,WALKING_DOWNSTAIRS
58.159282,1.5445,-0.5215,1.4531,2.184,WALKING_DOWNSTAIRS
58.159864,1.3149,-0.5065,2.2886,2.688,WALKING_DOWNSTAIRS
58.160271,0.9084,-0.4138,2.9385,3.103,WALKING_DOWNSTAIRS
58.160748,0.456,-0.2953,3.4347,3.477,WALKING_DOWNSTAIRS
58.162267,-0.1932,-0.1701,3.6216,3.631,WALKING_DOWNSTAIRS
58.166094,-0.7641,-0.0587,3.7538,3.831,WALKING_DOWNSTAIRS
58.170705,-1.3198,0.1225,3.7017,3.932,WALKING_DOWNSTAIRS
58.175475,-1.7287,0.234,3.5949,3.996,WALKING_DOWNSTAIRS
58.180672,-2.2528,0.3657,3.1884,3.921,WALKING_DOWNSTAIRS
58.190263,-2.8793,0.4973,2.4171,3.792,WALKING_DOWNSTAIRS
58.195068,-3.0088,0.4826,1.8798,3.58,WALKING_DOWNSTAIRS
58.199961,-2.9401,0.4305,1.2998,3.243,WALKING_DOWNSTAIRS
58.204499,-2.7267,0.3683,0.6765,2.833,WALKING_DOWNSTAIRS
58.209385,-2.4708,0.3036,0.07,2.49,WALKING_DOWNSTAIRS
58.214114,-2.2224,0.2876,-0.5115,2.299,WALKING_DOWNSTAIRS
58.223039,-1.9046,0.242,-0.9215,2.13,WALKING_DOWNSTAIRS
58.224437,-1.7305,0.3642,-1.386,2.247,WALKING_DOWNSTAIRS
58.229474,-1.5083,0.4766,-1.58,2.236,WALKING_DOWNSTAIRS
58.232138,-1.3787,0.4992,-1.5812,2.156,WALKING_DOWNSTAIRS
58.260175,-1.2943,0.5045,-1.4019,1.974,WALKING_DOWNSTAIRS
58.26156,-1.2615,0.3999,-1.0586,1.695,WALKING_DOWNSTAIRS
58.26217,-1.2062,0.1655,-0.4843,1.31,WALKING_DOWNSTAIRS
58.262636,-1.1907,-0.0996,0.0386,1.196,WALKING_DOWNSTAIRS
58.263178,-1.079,-0.4441,0.6551,1.338,WALKING_DOWNSTAIRS
58.26366,-1.1586,-0.7849,1.28,1.897,WALKING_DOWNSTAIRS
58.266203,-1.3922,-1.1108,1.855,2.572,WALKING_DOWNSTAIRS
58.275216,-1.7869,-1.4186,2.3651,3.286,WALKING_DOWNSTAIRS
58.276659,-2.2701,-1.689,2.8046,3.984,WALKING_DOWNSTAIRS
58.281957,-2.878,-1.9105,3.2349,4.733,WALKING_DOWNSTAIRS
58.286196,-3.5212,-2.0508,3.7027,5.506,WALKING_DOWNSTAIRS
58.291293,-4.1761,-2.1152,4.1387,6.248,WALKING_DOWNSTAIRS
58.294898,-4.787,-2.0739,4.4726,6.872,WALKING_DOWNSTAIRS
58.299884,-5.4256,-2.0245,4.7541,7.492,WALKING_DOWNSTAIRS
58.304283,-6.0721,-1.8763,4.9144,8.034,WALKING_DOWNSTAIRS
58.308847,-6.6137,-1.6465,4.9417,8.419,WALKING_DOWNSTAIRS
58.313963,-7.2593,-1.3447,4.7023,8.753,WALKING_DOWNSTAIRS
58.323128,-7.8674,-0.9735,4.3741,9.054,WALKING_DOWNSTAIRS
58.32459,-8.5782,-0.6574,3.7743,9.395,WALKING_DOWNSTAIRS
58.32894,-9.2949,-0.3413,3.0345,9.784,WALKING_DOWNSTAIRS
58.333609,-10.0729,-0.0778,2.0268,10.275,WALKING_DOWNSTAIRS
58.360761,-10.5229,0.0788,0.6879,10.546,WALKING_DOWNSTAIRS
58.362357,-11.3669,0.2894,-0.2964,11.374,WALKING_DOWNSTAIRS
58.363042,-11.6676,0.3386,-1.0085,11.716,WALKING_DOWNSTAIRS
58.363748,-11.8181,0.432,-2.302,12.048,WALKING_DOWNSTAIRS
58.364395,-11.4148,0.5379,-2.2073,11.639,WALKING_DOWNSTAIRS
58.365024,-10.5248,0.4169,-2.1268,10.746,WALKING_DOWNSTAIRS
58.367521,-10.0473,0.4408,-2.0432,10.262,WALKING_DOWNSTAIRS
58.371295,-9.8438,0.5734,-0.9525,9.906,WALKING_DOWNSTAIRS
58.37572,-9.8982,0.5136,-0.1594,9.913,WALKING_DOWNSTAIRS
58.381993,-9.3735,0.4501,0.546,9.4,WALKING_DOWNSTAIRS
58.388708,-8.9549,0.2549,0.997,9.014,WALKING_DOWNSTAIRS
58.393665,-8.4568,0.0587,2.2421,8.749,WALKING_DOWNSTAIRS
58.397562,-7.8751,-0.1522,2.7664,8.348,WALKING_DOWNSTAIRS
58.409264,-7.4652,-0.369,3.3096,8.174,WALKING_DOWNSTAIRS
58.410633,-7.3001,-0.6513,4.0492,8.373,WALKING_DOWNSTAIRS
58.412465,-7.1231,-1.0775,4.8937,8.709,WALKING_DOWNSTAIRS
58.414234,-5.8169,-1.1748,5.3667,8.001,WALKING_DOWNSTAIRS
58.42216,-5.1286,-0.9052,4.9143,7.16,WALKING_DOWNSTAIRS
58.427468,-4.4992,-0.3729,4.454,6.342,WALKING_DOWNSTAIRS
58.432521,-3.9292,-0.2667,4.3202,5.846,WALKING_DOWNSTAIRS
58.452317,-3.1363,-0.2664,3.6114,4.791,WALKING_DOWNSTAIRS
58.45318,-2.2359,-0.4316,2.3416,3.266,WALKING_DOWNSTAIRS
58.453534,-1.1303,-0.9016,0.4506,1.514,WALKING_DOWNSTAIRS
58.458842,0.0528,-1.612,-1.8488,2.453,WALKING_DOWNSTAIRS
58.459346,0.8929,-2.5745,-3.6922,4.589,WALKING_DOWNSTAIRS
